"Date","Time","Open","High","Low","Close","Up","Down"
06/03/2025,10:45,72.50,72.51,72.14,72.41,1024164,1027119
06/03/2025,11:00,72.42,72.91,72.40,72.90,1375100,1144163
06/03/2025,11:15,72.90,73.05,72.81,72.92,1583671,1200644
06/03/2025,11:30,72.91,73.15,72.84,73.00,886330,757211
06/03/2025,11:45,73.00,73.13,72.90,73.08,835043,630534
06/03/2025,12:00,73.07,73.17,72.85,73.13,822503,818767
06/03/2025,12:15,73.13,73.22,73.05,73.19,539267,637556
06/03/2025,12:30,73.19,73.42,73.18,73.38,906873,772959
06/03/2025,12:45,73.39,73.74,73.36,73.64,1222483,1080142
06/03/2025,13:00,73.64,73.76,73.59,73.67,612534,568095
06/03/2025,13:15,73.67,73.72,73.60,73.69,446625,356154
06/03/2025,13:30,73.69,73.88,73.68,73.73,721353,645102
06/03/2025,13:45,73.72,73.77,73.55,73.63,805617,703289
06/03/2025,14:00,73.63,73.70,73.44,73.46,714382,840820
06/03/2025,14:15,73.47,73.50,72.66,72.83,1733618,2103895
06/03/2025,14:30,72.82,73.31,72.71,73.29,1122327,1071187
06/03/2025,14:45,73.29,73.38,73.19,73.38,771025,728634
06/03/2025,15:00,73.37,73.43,73.21,73.41,547959,545689
06/03/2025,15:15,73.41,73.49,73.22,73.30,763384,831790
06/03/2025,15:30,73.30,73.46,73.27,73.43,666698,556772
06/03/2025,15:45,73.42,73.45,73.12,73.17,664937,831115
06/03/2025,16:00,73.17,73.53,72.94,73.34,2090486,1966763
06/04/2025,09:45,73.58,74.26,73.50,73.92,2858597,2138797
06/04/2025,10:00,73.90,74.18,73.66,73.83,1537554,1702840
06/04/2025,10:15,73.74,73.79,72.71,73.42,3155192,3250481
06/04/2025,10:30,73.42,73.77,73.28,73.76,1575134,1475233
06/04/2025,10:45,73.76,73.90,73.43,73.57,1369605,1309131
06/04/2025,11:00,73.57,73.95,73.37,73.93,1112140,1017620
06/04/2025,11:15,73.93,74.16,73.87,74.04,1175875,980214
06/04/2025,11:30,74.04,74.11,73.85,73.86,768340,990064
06/04/2025,11:45,73.86,74.06,73.62,73.72,1148319,1340193
06/04/2025,12:00,73.71,73.98,73.68,73.85,788604,758413
06/04/2025,12:15,73.85,73.87,73.36,73.41,759615,849898
06/04/2025,12:30,73.41,73.72,73.39,73.51,699379,689913
06/04/2025,12:45,73.51,73.66,73.43,73.65,543970,533990
06/04/2025,13:00,73.64,73.87,73.62,73.84,622657,516635
06/04/2025,13:15,73.85,74.07,73.84,74.04,839743,801892
06/04/2025,13:30,74.04,74.13,73.97,74.06,594279,505783
06/04/2025,13:45,74.05,74.14,73.86,74.04,914088,888345
06/04/2025,14:00,74.04,74.22,74.02,74.17,700650,620986
06/04/2025,14:15,74.17,74.30,74.09,74.18,794574,714284
06/04/2025,14:30,74.18,74.29,74.08,74.26,675895,457115
06/04/2025,14:45,74.27,74.32,74.16,74.29,603294,572679
06/04/2025,15:00,74.30,74.31,74.03,74.15,705569,733732
06/04/2025,15:15,74.14,74.29,74.07,74.24,591823,580373
06/04/2025,15:30,74.23,74.25,74.10,74.15,546754,534840
06/04/2025,15:45,74.15,74.23,73.94,74.10,1031801,1022177
06/04/2025,16:00,74.10,74.19,73.77,73.87,1970036,1795505
06/05/2025,09:45,74.44,74.74,73.68,74.12,2613950,2736222
06/05/2025,10:00,74.12,74.13,73.24,73.55,1955209,2716026
06/05/2025,10:15,73.55,73.95,73.35,73.56,1433305,1323707
06/05/2025,10:30,73.55,74.36,73.45,74.34,1365362,1077109
06/05/2025,10:45,74.33,74.99,73.37,74.64,3358548,2985605
06/05/2025,11:00,74.64,75.11,74.37,74.92,2175382,1836555
06/05/2025,11:15,74.92,75.07,74.78,75.05,1018461,850415
06/05/2025,11:30,75.05,75.59,75.03,75.55,1797943,1500435
06/05/2025,11:45,75.54,75.63,75.38,75.53,1094161,968452
06/05/2025,12:00,75.53,75.65,75.31,75.55,930786,1010572
06/05/2025,12:15,75.55,75.57,74.97,75.01,768208,1043812
06/05/2025,12:30,75.00,75.04,74.46,74.96,1375628,1511477
06/05/2025,12:45,74.95,75.01,74.34,74.35,630022,907651
06/05/2025,13:00,74.34,74.34,73.02,73.19,2416832,2935598
06/05/2025,13:15,73.19,73.91,72.91,73.90,1673084,1720807
06/05/2025,13:30,73.89,74.18,73.89,74.05,1077675,1005687
06/05/2025,13:45,74.05,74.21,74.03,74.13,595471,574449
06/05/2025,14:00,74.12,74.14,73.53,73.60,889415,1008036
06/05/2025,14:15,73.61,73.71,73.10,73.16,871119,1086472
06/05/2025,14:30,73.15,73.44,72.38,73.38,1653900,2011944
06/05/2025,14:45,73.38,73.70,73.09,73.39,1041862,1110785
06/05/2025,15:00,73.38,73.56,73.10,73.15,617532,636506
06/05/2025,15:15,73.16,73.27,72.39,72.45,946911,1156397
06/05/2025,15:30,72.45,72.61,71.30,72.02,3779325,3738130
06/05/2025,15:45,72.03,73.04,72.01,72.56,2247703,1982387
06/05/2025,16:00,72.56,72.96,71.91,72.13,2484929,2670136
06/06/2025,09:45,74.27,74.83,73.98,74.71,3201362,3357670
06/06/2025,10:00,74.71,74.94,74.34,74.70,2165673,2148951
06/06/2025,10:15,74.70,74.81,74.40,74.66,1436923,1344808
06/06/2025,10:30,74.67,74.74,74.00,74.16,1317995,1495486
06/06/2025,10:45,74.15,74.67,73.96,74.59,1434857,1201211
06/06/2025,11:00,74.59,74.73,74.44,74.52,745714,703970
06/06/2025,11:15,74.51,74.98,74.49,74.73,1302427,1276423
06/06/2025,11:30,74.72,74.74,73.69,74.23,1414391,1869775
06/06/2025,11:45,74.21,74.36,74.03,74.30,675711,784835
06/06/2025,12:00,74.31,74.59,74.23,74.38,694279,730924
06/06/2025,12:15,74.38,74.65,74.34,74.56,549732,497849
06/06/2025,12:30,74.55,74.56,74.12,74.22,490258,629740
06/06/2025,12:45,74.21,74.31,73.80,73.93,615267,837799
06/06/2025,13:00,73.92,74.08,73.54,73.88,774535,946399
06/06/2025,13:15,73.87,73.98,73.69,73.96,658632,671758
06/06/2025,13:30,73.96,74.35,73.89,74.20,915427,680832
06/06/2025,13:45,74.20,74.46,74.20,74.45,707166,593316
06/06/2025,14:00,74.44,74.57,74.41,74.53,579412,425503
06/06/2025,14:15,74.53,74.84,74.53,74.80,963827,709747
06/06/2025,14:30,74.80,74.95,74.68,74.74,793231,625194
06/06/2025,14:45,74.74,75.01,74.66,74.72,1310984,1089976
06/06/2025,15:00,74.71,74.82,74.58,74.66,542396,550965
06/06/2025,15:15,74.66,74.78,74.54,74.60,586010,495364
06/06/2025,15:30,74.58,74.60,74.29,74.39,748972,800329
06/06/2025,15:45,74.40,74.46,74.23,74.40,602566,657069
06/06/2025,16:00,74.39,74.58,74.16,74.19,1616999,1678914
